,address,withdrawal_address,staked_RPL,node_RPL,withdrawal_RPL,nETH,pETH
1935,0x0ce8F83cE5F3BBeDC210D4D13c86c90A3266d07b,0xb0ff81d1599793959ac11720787d2AaC1d65149a,13890.0,0.0,0.0,240.0,688.0
1936,0xFA47644F85E2D287c7f61aB1836b908CF4C1ECcD,0xFA47644F85E2D287c7f61aB1836b908CF4C1ECcD,230.45826076540934,0.0,0.0,48.0,48.0
1937,0x42630d26E5b964cec82faCc2b48a0c55E48ca89C,0x512fF36CfB60fB639Ca47e4760640282CA63680a,84.4,0.0,2.006298368279379,16.0,16.0
1938,0x07CBC9D6E3bBa3F2Ef992648c636a0DCF8046BAd,0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,139.4120908009784,0.0,0.0,16.0,16.0
1939,0x75C078E01fa605aF1f17C6Db8F7BA03c82846aE4,0xa17d30d308395632B06aa7DdE65868e0999df493,86.10896137967772,0.0,0.0,16.0,16.0
1940,0xFa485828fA7984dca8cea54Ecd7B9877b9f510e0,0xCb71F67855B338Ba24e56dBF09917483f66f685c,0.0,7.144776196544e-06,0.0,0.0,0.0
1941,0xa81a518F5E227E4C9f3ffE5E2c6a039fd280b8A2,0x69471066140252f1A7529B71b56CD06B6f390eb2,524.4464749706614,0.0,0.0,40.0,120.0
1942,0xbaE1724cE707A1094116d4aBeb8a4CC931b981E2,0x86a583695710d55cC0DC4eBAC18dE87ff3DEcec6,107.79758154800723,0.0,0.0,16.0,16.0
1943,0x360a4b4fF57A8e3360584D47A61f5F8A0918dDD4,0xB72eD8401892466Ea8aF528C1af1d0524bc5e105,1146.2000136336449,0.0,0.0,48.0,144.0
1944,0xf8372CFDF6837F8D598400e3D6a5FE893B05d7fc,0xbCe1a5990304b77D1Bd92EFB09309782df371b84,1835.339711991291,0.0,0.0,32.0,96.0
1945,0x39B10aa65e786Ee792C5129F003372d026b4b39E,0x798118080Fd0a4900a5773F9505e2fa5cCF9789b,75.60032120638523,0.0,2e-18,16.0,16.0
1946,0xF1CB1e9f6c9190Cf5C0F2cE7C162e96E7e6d153c,0xE7CAE8240cb1818a8976477C134bBe184aE69729,340.8921794518519,0.0,0.0,64.0,64.0
1947,0xC15001d5F0Df5CDd0e61754AcfB5e0cF1333e1b1,0x469cea919e4C7BBcBdfC7526Fbc7572F40F90068,339.57709542527306,0.0,0.0,16.0,48.0
1948,0x05F7F3d039C157C7a8393456159fB827016fA406,0xe70f5841024Fa3D739cC43F6f1b551eaEeF8fBd4,110.0,0.0,0.0,16.0,16.0
1949,0x47A2B2cb3A04Cf41cC9Bb3796758197933F7f9Ad,0xd5897E93e94E3aC2c88BEd89F5D778Ab8C314709,172.0285737378655,0.0,0.0,24.0,40.0
1950,0xC9a6cd2dFD1a932C78Dc6649646A6303a72d6FF1,0xB85e83BDD44Fe9C4a3ed9d5Ecb31717858C5e25C,253.90197845288859,0.0,120.13965560490418,16.0,48.0
1951,0x2aD23Ab5005568A74Ad377051131415ff102b012,0x70aFda31FDD5D1DB851B43A6E923f92E694fFdC6,115.32256992418975,0.0,0.0,16.0,16.0
1952,0x67DFc4388F6A6149b842996bD0cBC806609a75a5,0x06b7e1b5e5E5bacAA65F8856ac4D11183C3678a2,0.0,0.0,0.0,0.0,0.0
1953,0xCCb247B58eed2400368868650c23593e97AddD9c,0xCCb247B58eed2400368868650c23593e97AddD9c,564.5243820208184,0.0,0.0,72.0,88.0
1954,0x1a07Ab28Ce3f9f4BA08ca1F454ca42A17a96402D,0x1a07Ab28Ce3f9f4BA08ca1F454ca42A17a96402D,148.70384205558813,0.0,0.0,16.0,16.0
1955,0xA9f4DEec01598c34509B1A41c0323d290582E27E,0xA9f4DEec01598c34509B1A41c0323d290582E27E,132.8368211200699,0.0,0.0,16.0,16.0
1956,0xfd87ab823ccF11445D11D3DB83dCd70551fFA3B7,0xE3B67db8593554207a214EBFEEaBc11e1e2E59ba,0.0,3.1983805668e-07,0.0,0.0,0.0
1957,0x5F3307D3AfcAF5c8A5EFF60d836CB8397709eEdf,0x815b55B88b1a5a6704F9EaF8E8D40034064aEEe0,507.5300153909566,0.0,0.0,16.0,16.0
1958,0xbE914793bC24dcC9dAb89bCe9190E1BD92ac9Ce0,0x60CaD9Cb78DF73aF5589489B1134028610fE52Ca,750.0,0.0,233.67599630053255,16.0,48.0
